Area of The Plot (In Squarefeet),Area of The Plot (In Squarefeet),Age Of The House,Number of Bedrooms,Area Population,Price (In Rupees)
277.36665,"75,513.247",5,7,37175,1376240.615
243.7428827,"66,359.155",7,6,32977,1680017.24
252.113673,"68,638.108",6,2,25380,1186025.951
316.1951666,"86,084.335",6,4,24447,1460044.546
202.2991498,"55,076.072",6,4,23795,650939.2067
274.314232,"74,682.224",7,4,39294,1525690.995
254.8359084,"69,379.238",8,6,34613,1827476.196
225.6443921,"61,431.829",7,3,32912,860399.3452
272.1231057,"74,085.689",6,5,32482,1574181.732
199.0989329,"54,204.811",5,3,39735,333160.9943
223.4808532,"60,842.804",6,3,45258,1279681.154
313.7897755,"85,429.466",6,3,36412,1594748.125
281.3690173,"76,602.894",6,5,20927,1495375.423
241.064197,"65,629.881",6,6,17609,954732.9038
272.6439735,"74,227.495",7,2,25935,1426695.686
292.6399554,"79,671.414",6,2,35953,1468459.955
263.7873595,"71,816.276",5,6,41178,1607863.828
200.6377876,"54,623.765",6,4,41940,888866.3945
226.0290668,"61,536.557",7,2,29347,1151341.85
243.7369086,"66,357.528",6,6,38072,1045704.7
238.59605,"64,957.926",5,4,49514,1279160.988
319.1749979,"86,895.596",7,6,38043,1799455.406
332.5366464,"90,533.314",7,3,46611,2005167.48
242.2028683,"65,939.885",7,6,29621,1492612.189
207.550765,"56,505.828",5,3,30995,976481.7168
222.4569698,"60,564.052",6,5,49574,1247002.164
288.7293424,"78,606.747",7,3,51236,1426682.135
267.2064612,"72,747.129",6,3,35060,1171989.718
279.8660728,"76,193.716",6,4,26736,1370909.952
260.4691498,"70,912.892",5,3,20798,1083071.56
300.909297,"81,922.748",6,2,21677,1065656.023
269.2845432,"73,312.888",7,4,32257,1492095.143
178.0856897,"48,483.942",6,5,35848,936864.6878
312.2456153,"85,009.067",6,3,48602,1966139.928
290.2820048,"79,029.460",7,4,48607,1558196.969
258.2224929,"70,301.238",6,3,49077,1280588.342
170.2104409,"46,339.901",4,4,52124,853750.6529
250.7701015,"68,272.320",4,4,30938,978824.6016
221.434216,"60,285.606",5,3,27370,1273554.278
230.1986566,"62,671.731",6,4,31703,798659.2171
244.6858926,"66,615.890",6,4,48604,1114128.47
288.0849482,"78,431.310",5,3,23623,1108894.003
171.3373794,"46,646.711",6,3,34007,710269.214
265.9515244,"72,405.472",4,6,35063,1142127.884
243.2534438,"66,225.905",6,3,44385,1378269.573
206.0834733,"56,106.357",7,3,46003,1140126.187
242.0432254,"65,896.422",6,2,34170,999146.8694
262.9989854,"71,601.641",6,4,34787,1289201.391
211.5140889,"57,584.845",6,2,46725,973197.7753
239.0292221,"65,075.858",7,6,30826,1511653.455
255.7775429,"69,635.599",7,2,26312,1158677.202
230.7764739,"62,829.042",6,6,29278,1009093.802
209.7095699,"57,093.564",7,2,19379,861013.9461
267.8382319,"72,919.129",5,4,26625,1064371.764
340.7693624,"92,774.676",6,5,35016,1883469.244
218.3399905,"59,443.201",7,3,28100,1191340.826
263.2769141,"71,677.307",5,3,38737,1300303.407
285.1083188,"77,620.921",6,4,29116,1126042.405
349.8105217,"95,236.137",6,3,41525,1848511.108
268.6696597,"73,145.486",6,2,31750,1072874.61
228.875086,"62,311.388",5,4,51602,1019127.733
245.5619152,"66,854.388",5,4,41383,1210161.07
259.0270267,"70,520.273",7,4,51639,1561234.133
346.1583219,"94,241.823",8,6,39140,2180065.598
307.3064987,"83,664.390",5,4,39642,1665515.246
228.6170017,"62,241.124",5,3,55613,1307136.335
272.8610054,"74,286.582",7,2,33439,1604207.684
257.915946,"70,217.780",6,4,38779,1057125.839
130.2282161,"35,454.715",7,5,59636,1077805.578
296.4452391,"80,707.405",7,2,25433,1328525.02
201.732898,"54,921.910",5,3,49547,1017775.512
247.0465763,"67,258.588",6,2,50956,1443816.971
284.6977289,"77,509.138",6,5,18264,1322010.057
212.1565852,"57,759.765",5,3,49698,1064939.523
199.2075567,"54,234.384",5,6,37394,768541.9161
233.0159021,"63,438.728",6,6,32180,1244563.275
147.4434259,"40,141.566",5,4,53364,744291.0273
316.6091012,"86,197.029",6,3,44100,1879416.222
279.1251653,"75,992.004",5,3,39503,1131698.214
225.8322687,"61,482.979",4,5,34994,1000713.586
258.0576531,"70,256.360",5,3,45672,1313128.138
335.4559377,"91,328.092",5,4,49530,1810561.175
275.8718162,"75,106.277",7,6,41143,1877268.75
293.5095433,"79,908.160",6,3,40230,1495672.594
344.399977,"93,763.113",5,2,44048,1708102.102
184.2694915,"50,167.486",8,3,34292,1058356.18
188.7659294,"51,391.644",6,3,28064,681089.9189
293.1982477,"79,823.409",6,5,41546,1958064.742
242.1072823,"65,913.862",5,2,12451,353240.0547
255.6603417,"69,603.691",7,2,31338,1054304.172
170.3107347,"46,367.206",5,5,26015,268050.8147
243.1411682,"66,195.338",7,3,37289,1318597.715
282.4576761,"76,899.282",5,3,37826,1334537.424
199.9183998,"54,427.912",7,3,54046,1598736.4
304.5755174,"82,920.878",6,4,33936,1699952.814
173.079522,"47,121.010",7,3,46303,1012269.82
275.3654441,"74,968.417",5,3,28045,1093506.014
250.5880007,"68,222.743",6,6,32660,1064703.305
225.842903,"61,485.874",6,4,38180,1184614.087
267.7486386,"72,894.737",6,4,37796,1146480.214
250.7050009,"68,254.596",8,4,48909,1925615.841
228.057138,"62,088.701",7,5,38337,1233882.555
222.804432,"60,658.648",5,3,45005,822685.3746
280.3338269,"76,321.063",7,4,56697,1935831.039
191.5196958,"52,141.359",8,3,29595,912585.6212
275.7759344,"75,080.174",6,5,50409,1636906.288
228.1627529,"62,117.455",7,3,26295,1197929.743
272.7392826,"74,253.443",4,3,44940,1039794.767
240.8128656,"65,561.456",5,2,40232,1033450.139
213.4960061,"58,124.423",6,2,28864,839589.8445
228.3161886,"62,159.228",5,2,36645,782800.4947
325.8870606,"88,722.960",6,4,29897,1547127.386
274.7138366,"74,791.017",6,6,29154,1518706.283
247.219348,"67,305.625",6,2,39370,1074456.402
188.0469264,"51,195.895",6,4,30029,671960.6449
232.2248738,"63,223.370",5,3,35892,1185734.958
289.3967142,"78,788.440",7,4,38656,1518454.06
214.3895452,"58,367.690",6,4,28801,666745.6714
239.3011706,"65,149.896",6,6,29191,988014.7561
265.9919622,"72,416.481",6,4,6806,997452.5009
298.896165,"81,374.671",7,4,38648,1791307.241
258.3746802,"70,342.671",5,6,34971,1223589.046
253.3216324,"68,966.976",5,6,39917,1321257.251
220.7676059,"60,104.121",8,6,31782,1193687.181
202.7280841,"55,192.850",6,4,36706,840208.743
251.9727382,"68,599.738",7,2,42548,1474745.015
281.4020581,"76,611.889",5,5,33002,1527439.717
166.4593877,"45,318.674",6,2,47223,802048.4455
270.7584668,"73,714.165",6,3,30049,1016960.655
220.2422597,"59,961.095",7,3,31854,1051230.001
258.7485698,"70,444.463",5,3,41920,1209964.352
244.7702859,"66,638.866",8,4,26642,1357208.238
271.3291567,"73,869.536",6,5,25694,1513846.595
272.2226635,"74,112.793",4,3,66995,1737570.505
162.2786322,"44,180.461",7,3,30810,613370.8511
239.7766394,"65,279.343",4,4,29972,767784.6304
232.661684,"63,342.291",6,3,31727,1181663.484
284.1228902,"77,352.638",9,3,39668,1898168.684
279.351235,"76,053.551",7,3,45636,1471784.005
340.3833664,"92,669.588",5,4,31467,1397461.553
149.6733072,"40,748.653",6,2,46643,664465.331
250.4165674,"68,176.070",5,3,32525,1128252.819
311.5666573,"84,824.221",6,3,27863,1273629.124
141.6781397,"38,571.964",7,3,47387,968411.6244
234.5036055,"63,843.756",6,3,37703,1071537.376
321.1899534,"87,444.169",7,3,51592,1802294.289
232.910298,"63,409.977",6,4,56257,1369582.582
202.3752724,"55,096.797",7,5,52405,1350283.997
310.7331763,"84,597.305",6,3,31144,1637831.328
262.2888114,"71,408.296",7,6,49463,1574279.814
284.2093389,"77,376.173",5,5,38106,1251063.65
216.5946398,"58,968.028",5,4,50936,992622.7693
317.8281887,"86,528.927",6,4,27593,1616505.354
232.4133072,"63,274.671",5,3,38905,1440106.864
265.4336791,"72,264.488",6,3,32828,1139014.194
206.3561439,"56,180.591",6,4,41036,1139072.772
220.2112669,"59,952.658",5,5,50752,1243491.572
220.1601875,"59,938.751",7,2,44065,1021126.683
267.5769264,"72,847.988",6,3,21986,960918.6584
241.7022843,"65,803.601",7,4,36011,1306288.227
268.7877084,"73,177.625",7,6,41971,1537897.118
236.8003049,"64,469.034",5,2,43746,909885.8014
322.967611,"87,928.138",5,6,47452,1752112.604
260.2168595,"70,844.206",4,5,33484,1129388.123
322.3442724,"87,758.433",7,3,47321,2024902.521
222.4252105,"60,555.405",5,3,49310,1164968.877
220.5894064,"60,055.606",5,4,44435,1187454.672
325.4472057,"88,603.209",7,2,37216,1675702.223
230.939294,"62,873.370",6,5,41638,1163559.471
199.1778314,"54,226.291",5,4,35597,814240.2816
280.2913364,"76,309.495",6,4,42652,1480674.799
250.8626574,"68,297.518",6,4,23178,1281308.332
216.3276156,"58,895.331",7,4,41856,1187044.053
278.3550343,"75,782.335",6,4,23287,1267803.317
265.6186756,"72,314.853",5,6,35998,1094792.003
258.66714,"70,422.293",8,3,20207,1489574.137
295.3429699,"80,407.311",6,3,22800,1280995.549
239.007515,"65,069.948",4,4,45096,1046347.121
267.8864239,"72,932.249",5,4,30073,1149694.034
201.1726332,"54,769.377",7,3,39002,1063344.635
291.2635954,"79,296.699",6,4,24299,1377113.026
302.4907137,"82,353.289",6,2,31746,1459525.376
140.027311,"38,122.524",6,5,38068,899609.3001
223.1668498,"60,757.317",5,4,29017,482689.7034
244.1477104,"66,469.369",5,4,22671,412269.2034
216.7402584,"59,007.673",6,6,33631,1209797.58
326.4503563,"88,876.317",5,3,29004,1342506.921
232.2938604,"63,242.151",6,4,14291,727866.5252
231.3104802,"62,974.425",6,3,48185,1447250.999
318.6183526,"86,744.049",6,4,32475,1578766.05
256.3867352,"69,801.452",6,4,37853,1578737.436
233.396367,"63,542.309",6,4,57319,1445527.137
287.9833049,"78,403.638",6,4,33686,1221823.704
314.6450047,"85,662.303",6,3,42402,2031338.347
304.3215303,"82,851.730",5,2,33366,1232974.142
260.550125,"70,934.937",6,6,36394,1426402.807
236.3806167,"64,354.773",4,3,25495,520217.893
291.0672238,"79,243.237",6,4,32762,1314770.47
275.277031,"74,944.347",6,3,31389,1249331.45
284.832854,"77,545.926",6,5,52740,1835564.689
256.3422014,"69,789.327",5,2,40474,1018173.703
221.5198228,"60,308.913",4,3,35971,607858.9912
327.3822755,"89,130.033",4,3,39155,1340983.25
269.9923816,"73,505.598",6,2,39677,1292740.446
308.6249129,"84,023.329",7,4,33106,1772780.143
198.2410074,"53,971.240",7,3,46685,1131887.762
274.5638637,"74,750.187",6,4,36539,1603627.938
206.1629867,"56,128.004",6,3,32808,809121.1058
271.3899288,"73,886.081",6,2,26039,987004.0837
168.1584114,"45,781.234",5,4,34660,676970.6909
219.6072699,"59,788.219",5,4,15036,461473.5665
173.8128435,"47,320.657",4,3,15777,15938.65792
299.3945929,"81,510.368",6,4,39937,1622827.298
297.5699761,"81,013.615",7,5,45472,1924155.582
260.1631314,"70,829.578",7,3,49360,1548598.755
348.5383974,"94,889.800",7,3,31884,2007639.432
230.0646963,"62,635.260",4,4,24348,461912.2443
252.9707492,"68,871.447",5,4,40864,1243838.634
279.7056834,"76,150.050",6,5,31443,1309922.854
229.35958,"62,443.292",6,6,37079,1343484.727
211.5608682,"57,597.581",5,2,29581,771214.4796
257.8307001,"70,194.572",7,2,29254,1244955.461
214.2965343,"58,342.368",5,3,19056,365929.5973
236.8881682,"64,492.954",8,4,30102,1453108.794
305.9109529,"83,284.452",6,4,24628,1128906.339
260.7008458,"70,975.971",7,3,61104,2100698.071
285.5537466,"77,742.189",5,4,22232,1105024.416
222.4559999,"60,563.787",7,5,31568,1159526.154
277.1496345,"75,454.164",8,5,51173,1940933.472
273.6096556,"74,490.403",7,4,35265,1549031.093
260.9818022,"71,052.462",5,3,46732,1379456.031
331.6540688,"90,293.031",5,4,26551,1501917.318
227.9551796,"62,060.943",6,3,55584,963655.5774
325.2738258,"88,556.006",5,4,59263,1900999.546
237.9457281,"64,780.876",7,2,27027,1200060.662
220.1650141,"59,940.065",6,2,27130,1063743.424
230.300753,"62,699.526",7,3,46419,1252733.097
233.5144818,"63,574.466",5,2,34715,907530.1753
245.9683682,"66,965.045",7,4,22891,1256086.507
255.259082,"69,494.447",6,3,33917,1517868.595
283.3109393,"77,131.583",8,3,34905,1705546.412
257.412172,"70,080.628",5,4,32524,1081578.619
250.9155799,"68,311.926",4,5,39833,872177.4089
274.479598,"74,727.245",6,2,27372,1061785.583
246.8171475,"67,196.125",6,4,38418,1355545.588
265.6173787,"72,314.500",5,5,38252,1455511.267
267.3717989,"72,792.142",6,2,55998,1445030.984
214.0414823,"58,272.930",4,3,39756,823821.7864
266.896027,"72,662.613",8,3,33533,1693693.553
242.5574329,"66,036.415",5,3,23208,944979.0094
254.8547608,"69,384.371",6,3,46833,1156786.084
270.6489469,"73,684.348",6,4,33449,1306288.623
224.2653956,"61,056.397",7,5,53410,1785449.72
237.8788235,"64,762.661",7,3,32137,1115080.654
263.0434681,"71,613.752",4,5,36926,1188255.081
235.0401874,"63,989.841",6,4,32060,1184799.271
243.9252594,"66,408.807",5,5,31943,1134246.503
212.6918794,"57,905.499",6,5,43341,1108022.282
239.5136231,"65,207.736",6,4,29668,1148416.91
265.9001691,"72,391.490",6,4,32675,1202574.353
273.1313369,"74,360.180",6,6,32337,1428212.034
334.3405128,"91,024.417",6,5,44381,1842736.247
240.0097587,"65,342.809",6,6,44058,1262232.321
294.0373189,"80,051.847",6,3,35254,1354609.246
256.5120324,"69,835.564",6,3,19376,1277380.529
259.1456214,"70,552.560",5,2,31093,854487.597
275.8459936,"75,099.247",6,3,14744,968045.4778
182.2699969,"49,623.123",5,3,35091,769113.8332
264.812968,"72,095.499",7,4,46379,1236093.914
223.5623711,"60,864.998",7,4,25335,745586.5735
229.5810505,"62,503.587",4,6,35168,944288.911
228.2111218,"62,130.623",7,4,40848,1283480.439
250.189244,"68,114.181",5,6,40036,1214941.762
212.8357099,"57,944.657",6,4,45261,1137224.575
272.2880922,"74,130.606",7,3,49959,1881075.438
248.4665166,"67,645.167",7,5,40734,1603201.048
233.7236197,"63,631.404",6,6,33108,1296610.532
276.1140808,"75,172.234",5,6,43047,1540360.751
279.9997871,"76,230.120",3,2,40691,1046957.117
320.6863113,"87,307.052",6,3,46175,1545672.117
225.9277865,"61,508.984",6,2,36963,857934.5478
188.0158106,"51,187.424",8,3,48662,1298108
287.950506,"78,394.708",6,3,34267,1533017.307
181.4859726,"49,409.671",7,3,27805,846841.4564
268.2501889,"73,031.285",5,3,37994,1280199.295
260.3195942,"70,872.175",6,3,27501,1214334.973
281.7795244,"76,714.655",6,3,31534,1206539.666
218.2457725,"59,417.550",4,4,47119,1031385.455
277.2260676,"75,474.973",8,6,24035,1715435.991
249.0881869,"67,814.417",6,4,35103,1223432.84
278.0771483,"75,706.681",7,4,30523,1530848.094
319.3375055,"86,939.839",4,4,40703,1404435.505
260.148875,"70,825.697",6,3,46508,1603944.38
237.8351736,"64,750.777",6,4,54048,1167918.059
200.7313438,"54,649.236",6,4,35497,1048135.754
326.0534649,"88,768.263",5,4,39145,1563193.097
290.306443,"79,036.114",6,3,45828,1512578.553
261.2716799,"71,131.381",6,4,39414,1632942.316
228.3742027,"62,175.022",5,4,31318,1017722.998
237.7407646,"64,725.074",7,4,46202,1619829.096
282.8760355,"77,013.181",7,5,43433,1890056.385
302.4330898,"82,337.601",6,4,41186,1902118.699
245.281713,"66,778.102",6,3,35399,1338247.93
346.9585877,"94,459.696",6,3,33516,2081869.284
225.6630867,"61,436.919",6,2,42033,868713.4367
178.1715348,"48,507.314",6,4,36396,603374.0391
206.371173,"56,184.683",7,3,24328,1182670.135
324.2350872,"88,273.209",7,5,19686,1557075.422
255.8326133,"69,650.592",5,4,48017,1574582.091
204.1708568,"55,585.646",5,4,27043,530613.7956
278.2954906,"75,766.124",6,5,30777,1669558.847
230.2176721,"62,676.908",6,6,32487,1191968.52
251.7382262,"68,535.892",5,2,32771,842296.2673
245.3142815,"66,786.969",6,4,33391,1111108.501
212.9618551,"57,979.001",7,4,35554,1180325.499
244.0233197,"66,435.504",6,6,59599,1575966.553
287.9939779,"78,406.544",7,3,37544,1735992.339
283.8824339,"77,287.173",6,5,35042,1144711.177
221.4354917,"60,285.953",5,3,34769,891200.8623
240.0866621,"65,363.746",7,4,48715,1775531.404
325.0976921,"88,508.053",6,4,36001,1660295.796
261.997235,"71,328.914",6,3,26739,1062105.308
294.000773,"80,041.897",7,4,39026,1693384.803
301.1509916,"81,988.549",7,6,29277,1689690.754
238.8344311,"65,022.826",5,6,13329,1004041.435
179.1870858,"48,783.798",5,2,31038,780934.038
239.0114721,"65,071.025",5,5,27614,942166.509
232.3821511,"63,266.188",6,4,32187,1049823.996
203.9738985,"55,532.024",7,4,46510,1394840.523
252.4711699,"68,735.437",8,5,27641,1521141.345
249.976651,"68,056.302",8,6,31852,1470427.375
200.4571773,"54,574.594",6,5,44490,1094069.798
321.9107105,"87,640.396",8,6,39758,2096954.041
257.4376579,"70,087.566",6,2,53612,1580951.579
316.803642,"86,249.993",6,4,43155,1749820.014
268.9107996,"73,211.136",7,6,44198,2065710.164
263.1232533,"71,635.473",6,2,43555,1148372.401
266.8952982,"72,662.415",5,4,50673,1371521.62
283.2860341,"77,124.803",7,5,39465,1814462.351
296.8137522,"80,807.733",6,2,42406,1304284.226
171.396366,"46,662.770",5,3,25770,605963.7068
300.5827376,"81,833.842",6,2,25890,1179992.289
258.111809,"70,271.104",6,2,28102,1188196.882
290.1043884,"78,981.104",8,5,24387,1914072.948
297.5605316,"81,011.044",5,4,31435,1286400.915
268.8614752,"73,197.708",7,3,22829,1161232.657
239.5642726,"65,221.526",8,3,47157,1682105.847
241.4897271,"65,745.732",6,6,33032,1144137.636
236.4324246,"64,368.878",6,4,42848,1328701.194
289.4506474,"78,803.123",6,5,34422,1517316.574
234.4837158,"63,838.341",5,2,41553,1148563.904
244.1186828,"66,461.467",6,3,26053,729781.5696
223.8018226,"60,930.189",5,6,26166,716316.4881
263.6705451,"71,784.474",6,2,30364,859078.6477
227.7952469,"62,017.401",6,2,38178,1011477.614
223.7191981,"60,907.694",6,5,34662,938171.3556
235.2079377,"64,035.511",6,2,47335,1179983.442
228.9888185,"62,342.351",6,3,42312,1107067.804
256.6561989,"69,874.813",6,4,27987,1114957.597
240.324675,"65,428.546",7,5,39070,1537310.616
283.262263,"77,118.331",6,5,31198,1635151.186
259.336365,"70,604.490",6,4,26530,1076995.904
275.8654776,"75,104.552",6,3,17461,890887.6807
252.3208417,"68,694.510",6,4,40842,1033475.699
286.1279279,"77,898.510",4,3,59563,1812960.408
265.4216031,"72,261.200",6,3,42682,1568433.328
222.6810499,"60,625.057",5,3,33412,852504.5856
292.2847873,"79,574.719",7,4,24885,1546408.558
246.7872709,"67,187.992",7,3,50485,1661592.789
304.8600624,"82,998.346",6,4,35154,1752594.821
281.9069573,"76,749.348",6,5,21136,1303106.787
238.8439451,"65,025.416",6,6,30028,1287903.352
247.5488422,"67,395.330",7,6,54688,1670950.313
278.733945,"75,885.494",6,5,30067,1127499.384
265.6295305,"72,317.809",6,2,43911,1311389.576
286.7549736,"78,069.224",5,4,23561,1004430.324
171.2449075,"46,621.535",7,4,51321,1266747.83
196.858664,"53,594.897",5,2,42654,713615.8686
200.9315689,"54,703.747",6,3,47491,814573.1471
203.6025292,"55,430.918",6,4,40790,1155801.253
229.6389508,"62,519.350",7,3,36889,1277780.512
255.468686,"69,551.512",6,2,56625,1516075.012
230.3995293,"62,726.418",5,3,39476,877247.2454
307.1510607,"83,622.072",6,2,36637,1317167.713
279.7824775,"76,170.957",7,6,52112,1880178.647
203.8452835,"55,497.008",7,3,47167,1370505.883
200.5512101,"54,600.195",6,3,64180,1078779.497
260.2087455,"70,841.996",9,3,37146,1621742.748
262.3866525,"71,434.933",6,4,27324,1351541.419
172.2331862,"46,890.595",6,4,26406,717682.0857
245.7078445,"66,894.117",5,2,28630,914325.0292
237.0890582,"64,547.647",7,3,37085,1074296.704
275.6615661,"75,049.037",5,6,28062,1199618.943
304.5134093,"82,903.969",6,2,44146,1452736.787
292.9933156,"79,767.617",6,2,46431,1377671.237
242.8894439,"66,126.806",7,3,41997,1474379.44
217.8394419,"59,306.927",7,4,34886,1363623.044
190.2516531,"51,796.134",6,6,31178,891468.2133
252.1078196,"68,636.514",5,6,43709,1421047.646
206.5329934,"56,228.739",5,5,36567,1000842.178
274.9505356,"74,855.458",7,4,32550,1371311.616
298.0210233,"81,136.413",5,3,37050,1572513.838
244.6870114,"66,616.195",6,2,39348,958909.1935
225.6662359,"61,437.776",7,2,24682,912422.1464
238.4214401,"64,910.389",6,5,41942,1210026.031
